,CL=F,BZ=F,NG=F,GC=F,SI=F,HG=F,ZC=F,ZW=F,ZS=F,XLE,XLB,XLI,GDX,SIL,JETS,IYT,XOM,CVX,FCX,NEM,APA,OXY,TECK,SM,TGB,GORO,SPY,QQQ,IWM,IJH,MGC,^VIX,DX-Y.NYB,^TNX
2000-06-02,,,,,,,,,,0.3135375586851306,0.33414687963361384,0.30114980713842854,,,,,0.37724447378114057,0.3590342043972269,0.7294719664681478,0.5247300972726415,0.5277139911503023,0.28218602028866996,,0.6156319508110477,1.034614047475604,,0.2869673437118993,0.6827291520791523,,,,1.0080192300754736,0.08382550507920299,0.15812700634240928
2000-06-05,,,,,,,,,,0.3148739045168865,0.3308589048565283,0.30097624016999075,,,,,0.36933470524248685,0.358492451100013,0.7291093697027394,0.5452638873112639,0.5282268927282767,0.28538167884823573,,0.6156297320972044,1.0621907471332535,,0.28639908013418314,0.6824767661876358,,,,0.9888192360305309,0.08476790292836404,0.15819351263832465
2000-06-06,,,,,,,,,,0.2957013854048024,0.32372194144916777,0.2888263682863322,,,,,0.32822284810048685,0.3156476465688262,0.7217743809918585,0.5037284915105061,0.4996601091704446,0.2858105318831451,,0.6162263228742799,1.0605025590411066,,0.28361156794331766,0.6839308018742375,,,,0.9577811283355023,0.0863744542962567,0.15836641157996623
2000-06-07,,,,,,,,,,0.29488275865640073,0.3245580726041219,0.28875118736901595,,,,,0.3294474197720244,0.31600865599231304,0.7210769794536147,0.5049747847183784,0.5006259548181258,0.28488682217243244,,0.613183324985093,1.0605025590411066,,0.28380657823222416,0.6860453908418521,,,,0.9582141361145665,0.08667597160351384,0.15838946031962262
2000-06-08,,,,,,,,,,0.294951932317437,0.3245555922266548,0.2905998596857563,,,,,0.3299401816640878,0.31208032201795016,0.7204049266646524,0.5018866222531065,0.4987986257165811,0.2830328245023803,,0.6114419290226584,1.0605025590411066,,0.27837634550782564,0.682165019250319,,,,0.9482151495792437,0.08654103501841971,0.15811305885041024
2000-06-09,,,,,,,,,,0.29382294288799726,0.32422292396163666,0.29062026066228763,,,,,0.3188593397508749,0.3033917610559606,0.7208364705689096,0.5005045341253551,0.4978244769853945,0.2830223981818434,,0.6051730792259977,1.0711280583855578,,0.2781671030574213,0.6823816152384878,,,,0.945587236258802,0.08646407670016318,0.15736303842642163
2000-06-12,,,,,,,,,,0.29463498534676236,0.3230625804671697,0.2885034567449552,,,,,0.31948125097616553,0.30313429105745837,0.7208044662227442,0.5050368123543714,0.5002159195833511,0.28412104123171295,,0.604203663467543,1.0707083251735994,,0.2783098727505455,0.6833170843997539,,,,0.934226378107173,0.08635449635162849,0.1576236524657476
2000-06-13,,,,,,,,,,0.2939691874301763,0.3264172860969188,0.2880904424472212,,,,,0.3177662816317722,0.2959582105531376,0.7209360995689416,0.5041130385068698,0.5007569353663526,0.2855741056763946,,0.5979766583257944,1.127201861807931,,0.27885575214848296,0.684547746252786,,,,0.9261331464273599,0.08697054616801218,0.15676786728822345
2000-06-14,,,,,,,,,,0.2937448702611723,0.3090993495960694,0.27820730445710956,,,,,0.31932953377668744,0.29656524159360376,0.7192835476978412,0.5033880813009809,0.5006307942754975,0.28530539625759704,,0.604735833357821,1.1276220505941268,,0.27531952042993396,0.6808671007012982,,,,0.9093605306410686,0.08696599080786475,0.15778020856743463
2000-06-15,,,,,,,,,,0.28417854962259154,0.28644181903961136,0.2587863284128608,,,,,0.31552743118955273,0.2966292858601428,0.7152542945882042,0.49434780319197535,0.4974059756984858,0.272710008802202,,0.6092094791210444,1.1495948357410528,,0.2599080696928221,0.6720500010673498,,,,0.9007263105161337,0.08718686585649325,0.1573887445839852
2000-06-16,,,,,,,,,,0.2780268288200084,0.2787193076453135,0.2614566174048556,,,,,0.31097983812264246,0.2959571253307,0.7156768896236134,0.494356921447585,0.496822161389521,0.29100752751081005,,0.6114365198607851,1.1562905264949404,,0.2601282489111889,0.6708664359417004,,,,0.888112377985238,0.08898546419490914,0.15816125546964785
2000-06-19,,,,,,,,,,0.2764502423589466,0.2849124616317548,0.26220185990168526,,,,,0.304696351121879,0.29759283450657864,0.7094555627840301,0.5040660875629414,0.5048560648892232,0.3015695303032849,,0.6091549344122639,1.1526096476801106,,0.2611441089792838,0.673825510303107,,,,0.8865124855184514,0.08923110864178702,0.1583064796687277
2000-06-20,,,,,,,,,,0.2704097995222445,0.2857221253022669,0.26651766973818053,,,,,0.30089480657705386,0.29041511574235096,0.7192214655699338,0.4946624528323609,0.50417096926995,0.29971973787071704,,0.6077115725330683,1.1535619571336841,,0.25804923962416887,0.6692699886148006,,,,0.8798801941312623,0.08837162431088824,0.1582357275874708
2000-06-21,,,,,,,,,,0.2715920947521288,0.2814626635519056,0.26651312614627154,,,,,0.29557474598506867,0.2868346743587125,0.7028341202008188,0.4929748733124563,0.504009085451719,0.3086537678351142,,0.6215515364242246,1.1549565600796823,,0.25774658766717384,0.6684578173553479,,,,0.880043322780605,0.09061745509883722,0.1604978367181945
2000-06-22,,,,,,,,,,0.2776434983395903,0.27416597436117,0.26585488441278776,,,,,0.2973044805466894,0.2894017526131633,0.6805797298755712,0.4942667059998889,0.5100701040836217,0.31050002360838497,,0.6233254706044858,1.1386930704051859,,0.25710817311145073,0.6708787467016913,,,,0.8870492774217512,0.08930853700915982,0.15973518585855948
2000-06-23,,,,,,,,,,0.27847927941954276,0.27413508925203034,0.2665405114311258,,,,,0.29422467012977804,0.2885889601459422,0.6808055747231523,0.4941399076555489,0.5116707322953551,0.3105719921904309,,0.6275843325627725,1.139146916278222,,0.25722868448563746,0.6740632423689088,,,,0.8826495096887523,0.08890787112324644,0.15743697332245304
2000-06-26,,,,,,,,,,0.27916021577802286,0.2775505712377108,0.26982302248973467,,,,,0.29341786064860165,0.28838951203136387,0.6808076752615869,0.4914869946653757,0.5118464613931661,0.32792575039754684,,0.6260179403586354,1.1395340793651052,,0.2579073809403925,0.6768183063161168,,,,0.8764704500207349,0.08807825928015706,0.15952545786733022
2000-06-27,,,,,,,,,,0.2794401989037479,0.2874251615281922,0.26993040677412594,,,,,0.2887159102580657,0.2884540742703593,0.6797877496035915,0.4938611203128209,0.5077022823706974,0.330171384807762,,0.593062376857405,1.1414473042707463,,0.2580610771674041,0.6755391195146635,,,,0.8777110316166588,0.08929385417496066,0.15942441303723945
2000-06-28,,,,,,,,,,0.2614283337391398,0.2841263277651991,0.26994993469258904,,,,,0.28635894227179337,0.27682583267622435,0.6539449178881512,0.501639975689419,0.48725622724309703,0.32934351498877446,,0.5953970834204301,1.1417744291824223,,0.25813027559937846,0.6715430653881267,,,,0.8869069674150303,0.08839980356135255,0.1595432178526353
2000-06-29,,,,,,,,,,0.26143722858982765,0.2802950960533406,0.27184610114037966,,,,,0.2832169981350041,0.2648314116798552,0.6566064574816277,0.5219525379563524,0.48572976885655506,0.32232703948297153,,0.5937937979698299,1.1485954848265254,,0.25665090617051767,0.6715572000810148,,,,0.8805519141181134,0.08830409814829449,0.15898063555478686
2000-06-30,,,,,,,,,,0.2626750532932033,0.2840434830345221,0.27184775473195094,,,,,0.29102291238839134,0.26785505602868576,0.6596473714940558,0.5236429697189108,0.4878885314750754,0.3209314122922464,,0.5520737959241289,1.1491883600384087,,0.25606543438338564,0.6713732985720517,,,,0.8745345030779906,0.08829952377057933,0.15842817403871134
2000-07-03,,,,,,,,,,0.26083876869340844,0.281930961523952,0.27305984511883047,,,,,0.2852518917001535,0.2693668110569653,0.6691571604093339,0.5237458885226011,0.48669466484193685,0.3241946999407028,,0.5494125062650753,1.1296228031897584,,0.25733464702636116,0.6617798442076265,,,,0.8752807890092029,0.08836506834014435,0.1584557450118462
2000-07-05,,,,,,,,,,0.27335631716119474,0.2819560797972114,0.2727004901587408,,,,,0.2884049723268985,0.275837831630395,0.6744035975820485,0.5358557713848141,0.5147657900707676,0.33774122760340264,,0.503190002126619,1.125068755786703,,0.25942205385344713,0.6659930833754769,,,,0.8498090413066819,0.088039459707293,0.15044080739821342
2000-07-06,,,,,,,,,,0.26709099454723406,0.2858882783570135,0.2726549727468039,,,,,0.2825169196393164,0.2725429597724672,0.6729084248723621,0.5368602523132789,0.5153446048504087,0.3390325712928463,,0.4934898189196838,1.1194456180043975,,0.25968232842191735,0.6674806853502385,,,,0.8436887195106126,0.08811829227349943,0.1508907639083908
2000-07-07,,,,,,,,,,0.2622532840731639,0.28583776517344145,0.2722672152442051,,,,,0.27807928421247907,0.27059473210458346,0.675517434539854,0.5357290225359479,0.5118299074099655,0.33149964037380564,,0.4878066651825421,1.1194456180043975,,0.2611151440311482,0.6670555734076942,,,,0.8553430287184194,0.0881587938024166,0.15099290299350995
2000-07-10,,,,,,,,,,0.26039789869169044,0.2864102744219017,0.2705210300818644,,,,,0.2729604972191049,0.2646771277726105,0.6447727533842822,0.5356154472398984,0.5122579735460675,0.33117872875189674,,0.47318906270116773,1.1194456180043975,,0.26079200705097416,0.6625122402107381,,,,0.8386129928150126,0.08867073218012445,0.14945428936613336
2000-07-11,,,,,,,,,,0.2673845404279635,0.30168317973849756,0.27331103387122596,,,,,0.27776423213844204,0.27384620408334,0.6341877841445155,0.54312053460024,0.5213520117200642,0.3577814656327806,,0.45550927054936213,1.112859880033288,,0.2607343314350236,0.6509436875467862,,,,0.8277911220566933,0.08849844243362422,0.1481128517128649
2000-07-12,,,,,,,,,,0.2669441336098377,0.2973059247950567,0.27229043403759795,,,,,0.28080015615344217,0.26880455092743116,0.6174301237050661,0.5475330055891753,0.518716675357526,0.3644759640292909,,0.4474916551174934,1.0978613682406995,,0.2610249207881783,0.6509904721866,0.27495839476888345,0.23022685113679922,,0.821172618638927,0.09016534993517795,0.14565768935721385
2000-07-13,,,,,,,,,,0.2684668400641111,0.29316367098722323,0.2704571842360174,,,,,0.28083761867596363,0.27157655729214275,0.613295996522106,0.5419939458597988,0.5178785592742121,0.3659975117443026,,0.4339830381889557,1.098465514171489,,0.2550060864429594,0.6396987080974171,0.27056238526934073,0.22658819684445716,,0.810083954357399,0.09044428900335041,0.1453760873017931
2000-07-14,,,,,,,,,,0.26843125816115887,0.2906746571472333,0.27115608138701275,,,,,0.2810292189670463,0.2676823658724438,0.6120333882420095,0.5376248009560546,0.5167736920222886,0.3661377811154853,,0.4333293521647873,1.103527893055784,,0.2539771220543743,0.6341731374452828,0.2665928350787668,0.22311048996275507,,0.8112449144727122,0.09043610464993879,0.14798475209503206
2000-07-17,,,,,,,,,,0.2660790814026616,0.2706131275387686,0.23350535354712856,,,,,0.28097668629004635,0.26737541425010997,0.6078998800136827,0.5290580960673605,0.5163729477636906,0.3682939629447934,,0.43344129729937736,1.103063808841818,,0.2232473706316651,0.6056916424483647,0.262567730038347,0.2198951401939824,,0.7626703854289589,0.09014558791754528,0.14842917076325646
2000-07-18,,,,,,,,,,0.2616140824914517,0.27195421117066,0.22889851405138184,,,,,0.268018065374299,0.26101744091198803,0.6045898949234949,0.5197559447860615,0.5021824374119366,0.3648372565761835,,0.41539459988019534,1.1044555929867992,,0.21399393531791705,0.5688126971483833,0.2656511156870416,0.22093492215670502,,0.71132127483179,0.09067605969675985,0.14421119601312443
2000-07-19,,,,,,,,,,0.2616068107753692,0.26978478578245335,0.2295737962166602,,,,,0.2677282574247561,0.25830517619979,0.5994480982692847,0.5215222081157422,0.5015083052643038,0.3586686354290934,,0.41479996666137064,1.109393255337246,,0.20857227095095388,0.5686827707243729,0.26833491786906316,0.22088483980276644,,0.683579139360231,0.09031964956215494,0.14317328555056613
2000-07-20,,,,,,,,,,0.2591735691874476,0.26913603759194404,0.23060396367290614,,,,,0.2662513221215907,0.2624924972461839,0.5951322620476714,0.5237458276170833,0.5016431923928597,0.3573794886279586,,0.41014153157379213,1.082255545315104,,0.2092729330053795,0.568195130015125,0.2666066361749382,0.21880073662442123,,0.6820577769160054,0.09183063610751709,0.1483591294057596
2000-07-21,,,,,,,,,,0.2621800965612338,0.2641935626507887,0.2301713443317895,,,,,0.26444859128667014,0.2620485524209057,0.5917200045919341,0.5251320069025809,0.5088955253534967,0.35849870961938735,,0.41256128329471004,1.082255545315104,,0.21309272659690517,0.5708033821703029,0.2756656829493083,0.21994481307324495,,0.677599597420021,0.09173932815321875,0.14836645926875636
2000-07-24,,,,,,,,,,0.2621188281844588,0.26416457987332287,0.23073093812132084,,,,,0.26348110545655956,0.26242963714576323,0.592190431809172,0.5242542298873333,0.5054987843537073,0.36092276593443967,,0.4732344800982375,1.075442088763384,,0.2122162979514476,0.5692349721805264,0.2758737530969293,0.2189421967938921,,0.6752369932355021,0.09178926938341475,0.1485948886606919
2000-07-25,,,,,,,,,,0.26274291164904257,0.2649515561548543,0.20693679892787165,,,,,0.2661693344844724,0.26232319436361096,0.5930345232418545,0.5203268221112327,0.5037009620501736,0.36001981269418304,,0.47470552590662085,1.075442088763384,,0.1960227201158405,0.5546007951021176,0.2723249462940535,0.21690675163661163,,0.6589759708320243,0.08818106742282972,0.14210245975627728
2000-07-26,,,,,,,,,,0.2619648467975366,0.2632481098241357,0.20627678330267754,,,,,0.26643796717338475,0.2595203519457678,0.5914076347626831,0.5191223022261375,0.5089162306315443,0.3582470096436554,,0.47479859718869866,1.075442088763384,,0.1956854549160642,0.5498639711029406,0.2691578270106758,0.2146855212467904,,0.6444216131435783,0.08828305763110801,0.14202171069736813
2000-07-27,,,,,,,,,,0.26932433835681285,0.2644852319135209,0.20670446719602728,,,,,0.28851738692296175,0.27154449223567817,0.5897965452966833,0.5174754145715915,0.5103792775851573,0.36327727190876574,,0.47516686477084014,1.0735053353335642,,0.19569387628954102,0.5492939950511074,0.27623243613626947,0.21452928621389952,,0.6425242106509602,0.08744705047638333,0.13774218770608304
2000-07-28,,,,,,,,,,0.2628795413871216,0.26408458660525125,0.21722538763385985,,,,,0.2783663876863266,0.2611037202522537,0.60124038858803,0.5211088735105134,0.511010345930061,0.3615295620568901,,0.47552409698420667,1.0734766828892062,,0.20058686539730572,0.555166857829036,0.2770950778504101,0.2147973306788526,,0.6558753209427518,0.08823239208320584,0.1379514288976221
2000-07-31,,,,,,,,,,0.2612458591792267,0.2644141213069025,0.21437930846025735,,,,,0.27830187388439703,0.26217236825483914,0.599174867464998,0.5226242815982138,0.5056613030287976,0.36849970610059984,,0.4795218048249619,1.0734915867803405,,0.19910005140276504,0.5581205452051822,0.27960058936496207,0.2132721665821346,,0.6556446639935658,0.08779524013202743,0.13722530615957781
2000-08-01,,,,,,,,,,0.2623376247472012,0.25626341606313746,0.21413905488248872,,,,,0.2783060264146378,0.2520732764578403,0.579846022858816,0.46130943272028124,0.5096378611709204,0.3715891085806687,,0.49381179370222905,1.08122387586044,,0.19539679766765694,0.5460976420414709,0.2771728499563023,0.21093319359978333,,0.6234409292069116,0.08747567163121961,0.13627331672706378
2000-08-02,,,,,,,,,,0.25949417418918685,0.25516225843421586,0.2033066939692018,,,,,0.2861013727253031,0.24993692032537904,0.5785817720006596,0.46302570889257844,0.5090037660105634,0.36764143558353424,,0.5028652661228664,1.083336890620512,,0.18958703988908618,0.54680223876323,0.2740774736057065,0.2108502339132853,,0.5838513956023961,0.0862981131938557,0.13285547142214552
2000-08-03,,,,,,,,,,0.25619040089259326,0.25527541611562843,0.20330706728836773,,,,,0.2841524247207409,0.24856785102721232,0.4641723208563622,0.4602802267004289,0.48284764493106075,0.36510046526855927,,0.48295717358573764,1.089668691360235,,0.18949618278449254,0.5534473184884078,0.27114801393171195,0.20937758911074328,,0.5825362543596356,0.08591980043489832,0.13203716162111387
2000-08-04,,,,,,,,,,0.2554708129585783,0.25569883872730254,0.20172525540162367,,,,,0.2839662210228679,0.24232299119977796,0.44022921792194947,0.4564127262164135,0.47292152409671434,0.36183971698112777,,0.4814608825474545,1.096166381179862,,0.18830067730047964,0.5514544256166036,0.26834119238074305,0.21025551313184146,,0.5582601878495772,0.08550885755716861,0.13074806872554126
2000-08-07,,,,,,,,,,0.2555792006880439,0.259127795391835,0.2099710179329421,,,,,0.2845334042052009,0.24384283627288167,0.4399953410520937,0.45611200666598567,0.4723319280220306,0.36192835600614776,,0.4909960550463014,1.1024244979046691,,0.18899943472481415,0.5474955736798349,0.26811561783243687,0.2095427027744367,,0.5577794182245996,0.08546969821111672,0.13069480648270898
2000-08-08,,,,,,,,,,0.25560908832232143,0.26140834974528826,0.20995985446338264,,,,,0.28337993236318404,0.24154965431213396,0.4397944725971321,0.4561230429581165,0.47116979944398296,0.36220778740517073,,0.4782438641511776,1.10270332315978,,0.188266465276732,0.5469303104860783,0.2658369328029,0.20742110197513547,,0.5541500808936982,0.08504897204128826,0.13072381703436384
2000-08-09,,,,,,,,,,0.25799623819069767,0.26052495352966454,0.20942390912871683,,,,,0.27876459044362556,0.24772256140725468,0.43901514158511457,0.4563769965743026,0.4722552632297873,0.3626015689086679,,0.48898614258835793,1.1115794527722078,,0.18304720738373814,0.5274678601018742,0.26399329178070474,0.20757144259868657,,0.5513591390850323,0.08506925253147875,0.12848417996469216
2000-08-10,,,,,,,,,,0.2511592320341276,0.2603236024840147,0.2039557050412212,,,,,0.27503836051523384,0.24329614007074013,0.43168886097131537,0.4580398994513975,0.46919560998907317,0.36187880887392637,,0.48509746816562566,1.113512267444061,,0.17809971398194605,0.5162855572303694,0.26194320962050216,0.2059184780227524,,0.5348369342501075,0.08463034451210884,0.13842314231389613
2000-08-11,,,,,,,,,,0.25106506132680606,0.26385115033042006,0.20377372312369466,,,,,0.2743412060420144,0.24230730808949083,0.4354946921519665,0.46684659719342825,0.4644072930824954,0.3617795598829602,,0.482987255614398,1.1300653730069452,,0.17710232417949628,0.5169224478696517,0.26158646583995965,0.2065536582222426,,0.5250271126178544,0.0794770011147207,0.13567824929140818
2000-08-14,,,,,,,,,,0.24918813109131363,0.26107421179596463,0.20212024502199075,,,,,0.2731449741000038,0.2426062533869528,0.43674955520433134,0.4662070183972885,0.47252101970888627,0.3639772466146101,,0.48299626233368753,1.1282902828539623,,0.1756103049946917,0.5116546630491358,0.25971435819339855,0.20520046665596936,,0.5222051225947948,0.07863892413213838,0.13542665772906365
2000-08-15,,,,,,,,,,0.24619962223289585,0.2608816775725987,0.20294627678157495,,,,,0.2746896863490152,0.2424592212765102,0.42064506713988564,0.4662070183972885,0.46918616545693653,0.36270703688224926,,0.4840000467846684,1.126191651314384,,0.17463537050903383,0.5086836294651973,0.25982803328636417,0.2041759239514067,,0.5216305692126906,0.0781277283282798,0.13532328310064662
2000-08-16,,,,,,,,,,0.24754431255391107,0.26076281409056656,0.20271930861966012,,,,,0.2731469574911617,0.2502856726856109,0.421230195939124,0.458704742196097,0.4677157700752406,0.361963738777566,,0.4852686474468358,1.1450254322912075,,0.1734404512626601,0.5071905239453642,0.25753038600765626,0.20231462294106678,,0.5214079817268524,0.07685819726015237,0.13377356432595922
